Date,const,Size,Value,Momentum
2019-02-28,0.026355776771705936,0.021740314730658895,0.00442321976056503,-0.012658504229120434
2019-03-31,0.040438169487870594,0.039982862537663255,-0.010946054664610955,-0.04674685871773228
2019-04-30,0.046167245229584736,0.06421830094179902,0.01853431614095757,-0.04470789602468324
2019-05-31,-0.09927240179579164,0.003308839272568573,-0.007035581160099908,-0.032641129451836684
2019-06-30,0.07720909692180314,-0.02087200134521152,-0.0018357457003543645,0.034287914298435855
2019-07-31,0.04817638592088858,-0.0015317073164307186,-0.014789075001532285,0.008222667825782067
2019-08-31,-0.02468634409823854,0.007423071810288422,-0.020330358273667987,-0.021058657103683775
2019-09-30,0.030926466963522574,0.009529129017834443,0.0008953719582589312,-0.000413553770262122
2019-10-31,0.0686051685565269,-0.061902606149165054,-0.014384435450068763,0.07291777801686962
2019-11-30,0.045700470109765086,0.004532223404668674,0.0023169614687413654,-0.0012859755859137081
2019-12-31,0.06895482215002877,-0.04056752019684042,-0.009619265665097255,0.052016890990848594
2020-01-31,0.0993911047605503,-0.092390990404942,-0.042454198787788326,0.13881567110432755
2020-02-29,-0.07266149983069588,-0.029595366314985258,-0.01658458268600899,0.03621505624211885
2020-03-31,-0.08552030685265717,-0.0072289273284528305,-0.05514836014095738,-0.028446174339454428
2020-04-30,0.19440464940820548,-0.061413812649771485,0.011166224374533129,0.10513391995994598
2020-05-31,0.04047652341630047,0.00617643059270904,-0.0056662208568932435,0.0031664887699108333
2020-06-30,0.09309308304625631,-0.02979717887833907,-0.01321769919686272,0.0768840739509593
2020-07-31,0.10272861923695796,-0.05736434585731799,-0.03634186958461317,0.07149582503636388
2020-08-31,0.1716553157712599,-0.11376429878147892,-0.04385443011410632,0.16266623998254387
2020-09-30,-0.08923198057583671,-0.017802266251491165,-0.01897711648269321,-0.017687649434253685
2020-10-31,-0.017266114576298144,0.02294661792645418,0.005183580982279525,-0.01723836226806138
2020-11-30,0.11856532994156208,-0.05686634085400775,0.03766400684091514,0.10223885415530326
2020-12-31,0.06958090688335705,-0.02838576058600012,0.0035775450097439605,0.04189558781335897
2021-01-31,0.029558462492255366,0.0054954854418860985,0.01930461389452237,0.02206185873593376
2021-02-28,0.0001239155587740336,0.06287428072855154,0.07198766755302569,-0.04016160627493559
2021-03-31,0.012188979358483669,-0.019106036103669267,-0.008063683624070919,-0.009648222265023432
2021-04-30,0.08241954103006913,0.018411628722013323,0.004378453438439761,0.01104693936045633
2021-05-31,-0.026098497281784212,0.015278616235478056,0.010867398733904042,-0.038108446021524196
2021-06-30,0.06105568133016797,0.016967276901884626,0.004704688936956055,0.013353407208197679
2021-07-31,0.0400945501853001,0.003609768244653245,-0.04169529011538471,-0.024444698993576
2021-08-31,0.0520072813020482,0.00572543026586108,-0.005497410074357818,0.010798262328500827
2021-09-30,-0.045323465036454284,-0.018838822493452322,0.030743906343204272,0.031868485434447154
2021-10-31,0.11612679827135075,-0.06733689168368122,0.005292055130151522,0.10290108417604314
2021-11-30,0.015754452683859672,0.0009376296163640194,-0.0208973864538696,0.005251703252056176
2021-12-31,0.014557444177882253,-0.006341382071322282,-0.031600131705772014,-0.05079279066653977
2022-01-31,-0.05366245208212936,0.027598092624979,0.036471664116253216,-0.04022570466621931
2022-02-28,-0.026101576037350065,0.007738047825438632,0.01636124838611722,-0.0029119617806660694
2022-03-31,0.05674051107350057,-0.04106740936823347,-0.008731620368953367,0.051231373583363146
2022-04-30,-0.13512702865548643,-0.020417085261744582,-0.015603128387308467,-0.0543562266350595
2022-05-31,-0.022871898544658775,0.04617060309957626,0.05469623734868491,-0.029701351008292846
2022-06-30,-0.07969134329733901,-0.016763357729116395,-0.03148329547922623,-0.02321628874791691
2022-07-31,0.14595646521874847,-0.011033751788560704,0.026928477539072463,0.0875145937053203
2022-08-31,-0.055399356333372465,0.0019862563551896334,0.009072781793752928,-0.006387349387240026
2022-09-30,-0.10076613282790936,-0.032147799268710815,-0.010195742536112148,0.006690622754270765
2022-10-31,0.01607854396895612,0.04899320284573312,0.05220370668228029,-0.07041583004665139
2022-11-30,0.012102570260852699,0.03595219378406335,-0.0016047793538159667,-0.056404960340939704
2022-12-31,-0.12164063599672092,0.03570758213181585,0.0068017654716314505,-0.08601105258169893
2023-01-31,0.12333197675620246,-0.025172768618288856,0.023447968158135865,0.11845980423683392
2023-02-28,-0.012684806179565649,-0.03513671813891742,-2.8096045673475442e-05,0.05346734223767321
2023-03-31,0.09402058754385138,0.03449454036353917,-0.03283696587780858,-0.024807897070224093
2023-04-30,0.016919335886232963,0.05326870970067948,0.01228210437608232,-0.07053815021865761
2023-05-31,0.08457434334118483,-0.012607002475591267,-0.014311567602774716,0.07191369888770363
2023-06-30,0.06715032061715152,-0.04626187359396831,-0.005138188951667871,0.0616557602310219
2023-07-31,0.029834329945272225,0.0015558176692444426,0.002171602668309427,-0.00105145780739357
2023-08-31,-0.015658884603322692,0.011066328421562018,0.006696273932274028,-0.002036944161690932
2023-09-30,-0.055844693672142884,-0.010866930139080447,0.02519829475391533,0.007259206216574006
2023-10-31,-0.01991077477744201,0.022833143429197962,-0.011394761956467811,-0.035983324437423324
2023-11-30,0.10061300986331467,-0.005465295595404464,-0.004226431720968664,0.035102058409685326
2023-12-31,0.0230674049576403,0.015047976188322511,0.009803176025612719,0.007529870405961547
